,bullish_intensity,bearish_intensity,bull_minus_bear,bull_scored_messages,bear_scored_messages,bull_bear_msg_ratio,total_scanned_messages,return_Open,return_High,return_Low,return_Close,return_Volume
588,1.7,1.94,-0.24,76,37,2.05,248,-0.0029782563091900194,-0.00035531164709479146,-0.004040569890919277,-0.004522168474107691,0.013717485787553274
589,1.54,1.79,-0.25,72,56,1.29,277,0.0033701082946551164,0.003808096069786826,-0.0060341814605962,-0.007732745626777504,0.12575797031360447
590,1.49,1.9,-0.41,63,52,1.21,232,-0.016030498768525248,-0.020283252505226335,-0.024334792483450163,-0.022170165661507757,0.20051054970837523
591,1.65,1.46,0.19,36,26,1.38,184,-0.008714791535318511,-0.009396458258041251,0.0016680788189482598,-0.0032878770016507852,-0.3703420797291439
592,1.64,2.11,-0.47,49,24,2.04,205,-0.007747898616743409,0.0010684239328713208,0.0033306019313605884,0.00548897985814345,0.6451147540983606
593,1.58,1.7,-0.12,48,20,2.4,189,0.005547402446241856,0.0018222413262181103,0.0023974682192673402,0.0031232324664205446,-0.4411803784013606
594,1.76,1.78,-0.02,121,63,1.92,436,0.013831144528609896,0.029232097384557454,0.017819588320965085,0.03594880273188439,0.4317268598873012
595,1.7,1.75,-0.05,91,44,2.07,307,0.02302964924884776,0.0030295456916755725,0.012265635522041185,0.0012628109769268203,-0.22023681020309882
596,1.81,1.47,0.34,73,27,2.7,239,0.0007815246437805623,0.004606098816710924,0.01043339484902761,0.005297010905574107,-0.2304227451815568
597,1.75,1.77,-0.02,82,40,2.05,324,0.006775805891732434,0.011174359511296306,0.00855848557671246,0.011993473692215817,0.33129471018804213
598,1.76,1.78,-0.02,74,39,1.9,311,0.008531561875137594,0.01362766876401289,0.008836288768179434,0.007933934912514262,-0.016047560646059833
599,1.75,1.56,0.19,66,35,1.89,246,0.009402193377412882,-0.002053320770099565,-0.004168544892271031,-0.009568784638618655,-0.13737192352381955
600,1.6,1.65,-0.05,69,25,2.76,263,-0.008577283618132037,-0.0063686538550239424,-0.002068081915243547,0.0061593706536857695,-0.05547051980652662
601,1.56,1.26,0.3,44,17,2.59,207,0.00027271195046640884,0.001553062958532081,0.007440543344438666,-0.0002962282714600306,-0.16814675568807935
602,1.74,1.61,0.13,67,35,1.91,218,0.014596884509994856,0.015309596565995953,0.013655802779354742,0.015382716011400621,0.6821631730694304
603,1.8,1.68,0.12,76,51,1.49,290,0.0014655886735006618,0.005284906794785771,0.0006846137086702342,0.005374150705507397,-0.13962903943077376
604,1.73,1.6,0.13,109,59,1.85,381,0.012073155803093538,0.009332477740294554,0.00828286020535729,0.011101934635436406,0.04325633984816668
605,1.75,1.42,0.33,166,53,3.13,526,0.011615866859950641,0.010034626543524494,0.015872258474729062,0.010453800041531514,0.17334489378831974
606,1.63,1.83,-0.2,155,107,1.45,557,0.013650291566328354,0.011827325870674033,0.005080819006991533,-0.0015861695113308372,0.23793060980330072
607,1.64,1.61,0.03,102,64,1.59,388,0.0009635652377721904,-0.004091174742042791,0.0003560389292707189,0.0035804685377363032,-0.344719768623466
608,1.76,1.82,-0.06,93,48,1.94,334,-0.007583719778837428,-0.007394366179825362,-0.005195760268655092,-0.0016302736344442348,-0.16697211889863683
609,1.75,1.87,-0.12,96,59,1.63,410,-0.0009463613000892934,0.00011828071392128159,-0.0013354940386395286,-0.002745249115433168,-0.011612164132472347
610,1.63,2.0,-0.37,100,66,1.52,428,-0.006109699754237474,-0.00579338119485906,-0.00021495641277735622,-0.0037494578359584807,0.06319477372108961
611,1.67,1.68,-0.01,72,37,1.95,249,0.010721925337935367,0.013176349306414092,0.010270835596456918,0.011648119220864839,0.07466366046430961
612,1.87,1.64,0.23,152,59,2.58,491,0.006506402854996818,0.008169208369968484,0.007896796667419714,0.01038381673851796,0.13954051343531337
613,1.83,1.61,0.22,90,59,1.53,458,0.007471437570397921,0.004424097225400603,0.000492577980539366,-0.003169371415968514,-0.05438323183685034
614,1.62,1.73,-0.11,133,89,1.49,549,-0.0061839055136874155,-0.00897141414390723,-0.015849548662399515,-0.017416703641340292,0.5816341813046919
615,1.66,1.64,0.02,150,100,1.5,581,-0.011275126903553256,0.0022221847433407937,0.0060750159507441115,0.016916466567930444,-0.2606731237487149
616,1.67,1.78,-0.11,487,291,1.67,2320,0.005749201559128281,-0.00781884244815767,-0.006511939425848379,-0.01637771706121327,0.7893017894390164
617,1.53,1.73,-0.2,256,167,1.53,1059,0.0690189937445096,0.06904249174437216,0.05763314911651585,0.06243904804195233,0.7499041337525885
618,1.59,1.72,-0.13,100,57,1.75,423,-0.01337905155203456,-0.012454609553009699,-0.0013296261449696756,-0.004544859655296052,-0.6619216665936217
619,1.71,2.12,-0.41,56,16,3.5,190,-0.008966044942322227,-0.0006906727315554306,0.001421672615524061,0.005960052312260711,-0.0749293486245668
620,1.91,1.85,0.06,88,37,2.38,330,0.0030832043446442636,0.012085238733192893,0.0036505622446338926,0.012810744718105171,0.265697549491307
621,1.76,1.58,0.18,109,71,1.54,409,0.022166855876024183,0.00956162372672753,0.017243348216289478,0.007659839772454546,0.032536407856568195
622,1.53,1.7,-0.17,65,41,1.59,273,0.006189850876744618,0.0016366532106908416,0.005473771986896692,-0.0006352874418051879,-0.31055065874598786
623,1.49,1.5,-0.01,57,53,1.08,263,-0.005475471643716978,-0.003965258502363844,-0.0034464337917663457,-0.0023454811215428695,-0.3082793301881902
624,1.8,1.72,0.08,130,52,2.5,385,0.0030709103075516886,0.0061903079525436056,0.003480355947485192,0.010019326748946789,0.5342886693747846
625,1.62,1.72,-0.1,118,88,1.34,483,0.0023616311851282212,0.010826047614272971,0.005795082796709039,0.009332531387046705,-0.12975175122365834
626,1.81,1.64,0.17,169,92,1.84,629,0.014987586751140203,0.010258482283810766,0.013923949571525984,0.010474895492968095,0.26787237864295665
627,1.79,1.64,0.15,187,102,1.83,687,0.011284255558176692,0.014986691431045918,0.011020728969170834,0.01674381502692701,0.2898784277960278
628,1.7,1.76,-0.06,395,245,1.61,1512,0.021806569189672498,0.04186336106250965,0.02312116313326884,0.03459341797662696,1.1677775870945597
629,1.67,1.61,0.06,197,119,1.66,712,0.021216453115899814,0.0017513457156270729,0.016626398506961904,0.0005069063344458336,-0.2860309508504042
630,1.77,1.73,0.04,256,125,2.05,901,0.017455529199890796,0.012479446414522366,0.01748032828690449,0.018604888443546574,-0.18071541037411576
631,1.68,1.8,-0.12,250,155,1.61,1127,0.010269651698529003,0.01137290527266166,0.009877521332193773,0.013648968789040206,-0.109852750108272
632,1.57,1.72,-0.15,665,619,1.07,2806,0.019022728625753604,0.03283223220986464,-0.010179338462920517,-0.023142182236083997,2.2713406475782714
633,1.62,1.64,-0.02,290,247,1.17,1206,-0.04425774722614151,-0.040662006402188644,-0.020648415931734942,0.00912256155649116,-0.3728574084402305
634,1.73,1.69,0.04,153,82,1.87,572,0.023621531612220137,0.005704232514738061,0.02809117045992182,-0.00017919197077242988,-0.43274144779747437
635,1.7,1.64,0.06,166,133,1.25,657,0.0074934270039306305,0.013943326208756268,0.007635428803801192,0.025352526779404805,0.13025256193855528
636,1.74,1.66,0.08,204,133,1.53,751,0.012231660112222542,0.0012430047079670103,0.009819134313617361,-0.0035156354786282096,-0.20193819237668986
637,1.59,1.7,-0.11,263,208,1.26,1286,0.0038980101024947977,0.0045394286634266034,0.0008446146513718666,0.006529672201229353,0.17530473674453106
638,1.75,1.63,0.12,151,85,1.78,604,0.0089112606462467,0.009790794049225449,0.017939207382635658,0.011657855970903741,-0.2692749436823141
639,1.77,1.58,0.19,205,114,1.8,655,0.003155825830753578,0.010709545276153198,-0.004550364265470841,0.006412662725954643,0.31924581759309234
640,1.69,1.61,0.08,278,146,1.9,1006,0.012756379488875202,0.01307475496688748,0.01853642733287586,0.01835436257916445,0.096433410886406
641,1.69,1.67,0.02,444,263,1.69,1488,0.025759511449970685,0.02278629987805525,0.018731579240858,0.013130154264878513,0.5856620527552885
642,1.66,1.76,-0.1,376,192,1.96,1188,0.012205445267325032,0.001095602667943174,0.005730774644534087,0.0037422588861182327,-0.28228785543699486
643,1.6,1.66,-0.06,181,134,1.35,752,-0.007169263367878043,-0.00257194878085254,0.006960282011258423,0.0013040774195123284,-0.36816719598401804
644,1.55,1.79,-0.24,277,219,1.26,1096,0.0021681684112708766,0.001243536905821907,-0.030450401612957423,-0.022047727113455484,0.8742208933540014
645,1.62,1.7,-0.08,279,232,1.2,1072,-0.03989589197602117,-0.025188058839382688,-0.018593223627634048,-0.005439336894322855,0.001377291304031969
646,1.68,1.93,-0.25,418,323,1.29,2109,0.025092632767975243,0.007663575888763763,0.013715088953239807,0.0008109682211001612,-0.0144624029360233
647,1.62,1.81,-0.19,233,139,1.68,874,-0.003930719039393793,0.009687980250987271,0.0168546038966364,0.021292957702597537,-0.3532326271275589
648,1.72,1.8,-0.08,145,110,1.32,660,0.017804722528986572,0.008747879334794373,0.02065323607334224,0.005867361313711683,-0.18885979322197466
649,1.94,1.69,0.25,226,106,2.13,684,0.008764978560610759,0.007777355888650028,0.007162488248858123,0.012528120951859512,-0.027778149103693472
650,1.77,1.74,0.03,281,174,1.61,1142,0.015592615651450759,0.029311626062015428,0.015996343107994804,0.029166705766909606,0.696255963920857
651,1.67,1.63,0.04,584,393,1.49,2357,0.036786596621471324,0.04671054268036823,0.035357549784703624,0.03781026397146592,1.0537501925150163
652,1.67,1.8,-0.13,411,279,1.47,1511,0.0372977373368335,0.008894950669667612,0.005474513581794849,-0.006818440106819423,-0.18263177629112148
653,1.68,1.76,-0.08,337,186,1.81,1104,-0.024832822037921254,-0.018016404786641682,-0.0009507077809870479,1.7058883919895962e-05,-0.2881997175175345
654,1.72,1.8,-0.08,553,329,1.68,2206,0.023344567628290847,0.021334021611253418,0.01911770301750626,0.026521198828181047,0.09176200829667214
655,1.8,1.81,-0.01,356,207,1.72,1341,0.0019051740243465343,0.00852485030908312,0.004125311844912272,0.008085145526109727,-0.09384223444247675
656,1.77,1.74,0.03,294,166,1.77,1003,0.005387703210139261,0.004531257365556707,0.016788389316860552,-0.005709951302658944,-0.2113726364150652
657,1.73,1.64,0.09,280,146,1.92,993,-0.008229093927832554,-0.008447501039034577,-0.009777070128192289,-0.005244748704407498,-0.031319696541529884
658,1.71,1.69,0.02,262,186,1.41,1225,0.004533465587565733,-0.00446647492031349,-0.0018974862791043545,-0.005489383129313796,-0.30997123122287495
659,1.83,1.67,0.16,254,124,2.05,994,-0.001165691348180009,0.008890046586175204,0.0014468237169618092,0.018337333685558788,0.3838734015844314
660,1.79,1.75,0.04,259,125,2.07,885,0.010653726853632861,0.015037438209711818,0.018143390052864028,0.012356318531769883,0.019114986017437108
661,1.71,1.88,-0.17,273,174,1.57,1021,0.02012596373702613,0.008389038977861807,0.007012462300474143,0.005109995276982415,0.07960540879574962
662,1.63,1.68,-0.05,339,234,1.45,1410,-0.009055864118445278,-0.007868678040912513,-0.00504654694434814,-0.012564388903138046,-0.07204401669421978
663,1.66,1.64,0.02,381,238,1.6,1316,-0.006543991243500247,-0.009731459815361942,-0.01529905069961579,-0.01690548344742049,0.20189386266963738
664,1.72,1.7,0.02,340,190,1.79,1233,-0.011399983947960046,0.013446693530038356,0.004080683776181093,0.03182387549739962,-0.1815041078575943
665,1.82,1.85,-0.03,385,243,1.58,1506,0.04232092699291967,0.02172048748879396,0.036860005943902374,0.0172800634816912,0.3947645498065018
666,1.69,1.69,0.0,258,214,1.21,1053,-0.004702732225021933,-0.010044132741820255,-0.008851231305521234,-0.0079609707611622,-0.3134333365765608
667,1.68,1.51,0.17,352,150,2.35,1214,0.004212411361735002,0.014060721629489459,0.010372751689700088,0.015008553755524012,0.11923122031314137
668,1.71,1.79,-0.08,344,205,1.68,1148,-0.0013557098872168938,0.008161828046186148,0.003047829604776009,0.004024138512427777,-0.06823847883511258
669,1.66,1.69,-0.03,490,290,1.69,1571,0.02204013355641643,0.006501606529727422,0.0011194514185410842,-0.012243965367411125,0.4889881259196087
670,1.64,1.9,-0.26,388,315,1.23,1500,-0.005828782862948079,-0.011071413043478251,-0.004249257066315293,-0.003564370419665064,-0.21704499321813076
671,1.65,1.72,-0.07,442,311,1.42,1554,-0.01760451631825255,-0.008698786114924695,-0.004556041770867769,-0.005477550110977059,-0.11811118569401624
672,1.58,1.72,-0.14,481,376,1.28,1749,-0.001424012820505749,-0.010501640747274998,-0.027381178811243134,-0.028164488596576165,0.3993053972999827
673,1.57,1.79,-0.22,582,496,1.17,2162,-0.022512036952948122,-0.023083135424874612,-0.041855177352008055,-0.041471777252436004,0.22234997524558975
674,1.61,1.73,-0.12,574,375,1.53,1941,-0.05101140740918242,-0.00045873698972975774,-0.01096405225988939,0.05097127545816549,-0.02403798753467401
675,1.6,1.72,-0.12,425,319,1.33,1630,0.060075355618428805,0.016803212563829106,0.05385455243739856,-0.002230562622975052,-0.06922950909190195
676,1.66,1.76,-0.1,386,288,1.34,1580,-0.0219970311477643,-0.025022148328001537,-0.030180359965006454,-0.03435582994333786,-0.12551920775350245
677,1.62,1.87,-0.25,552,460,1.2,2167,-0.01472790849296346,-0.01671816201780485,-0.02412231352143157,-0.024615253208180254,0.23512817244409856
678,1.62,1.66,-0.04,467,268,1.74,1569,-0.035121208081303035,-0.030187337167335015,-0.0241926932305635,-0.002233981981102362,-0.06251884120160023
679,1.7,1.71,-0.01,1181,674,1.75,4819,-0.014020130620945426,-0.015572198356542333,-0.0029104415886773705,-0.019975456532073443,0.11341612855566074
680,1.68,1.69,-0.01,644,436,1.48,2416,0.09425712083691518,0.08862228794854765,0.09189187716581415,0.08874136570787883,-0.15831596585306196
681,1.65,1.82,-0.17,411,304,1.35,1493,-0.0022253573878457944,-0.0053559515343098996,-0.0063861256022281765,-0.003770532663261217,-0.40816774448827176
682,1.66,1.69,-0.03,301,216,1.39,1090,-0.014977119889196033,-0.013844373293893208,-0.0027070549998680082,-0.0077340382403656704,-0.2412863731568583
683,1.5,1.7,-0.2,319,315,1.01,1276,-0.012015076418202653,-0.012834453145077585,-0.029142381785647653,-0.03154233560390263,0.24444781010340222
684,1.61,1.74,-0.13,381,345,1.1,1452,-0.021579132984095306,-0.0027407034236993644,-0.0030359708873477498,-0.003167884222937123,0.2071628514211743
685,1.63,1.64,-0.01,349,237,1.47,1229,-0.007967218218947192,-0.0156846993306049,-0.004077626616739494,0.006613594787872046,-0.3005077584389636
686,1.56,1.76,-0.2,302,269,1.12,1213,0.017682335444440422,0.00680973456199685,0.0024877052262488597,-0.007099198142915375,-0.08619684353278001
687,1.48,1.79,-0.31,372,334,1.11,1429,-0.0227264461550023,-0.022049430887241872,-0.026072749672551354,-0.028479588482481777,0.35704248576877307
688,1.59,1.83,-0.24,347,280,1.24,1208,-0.02699799788942281,-0.009665231131685936,-0.006971364405248037,0.007483417956656302,-0.13183962637954805
689,1.54,1.71,-0.17,326,254,1.28,1123,0.014389967712360674,-0.0022172756604649235,-0.004454466154856673,-0.002282793066366584,0.08070444476899863
690,1.53,1.85,-0.32,308,284,1.08,1149,-0.010323347462622534,0.0043394731639729844,0.003794304866863607,0.0017600531614632153,-0.033278900839011194
691,1.53,1.77,-0.24,308,225,1.37,1084,0.01930101281319163,0.0033101517544262826,0.013532983791389785,0.002354170813275047,-0.30684995340167753
692,1.61,1.7,-0.09,229,219,1.05,1014,-0.016673006805136392,-0.0024483712309574246,-0.0071950850845944325,-0.0066780607054331975,0.19911764705882362
693,1.54,1.81,-0.27,212,180,1.18,876,-0.004300911435914601,-0.012115506002852716,-0.011960666189630542,-0.014981242505117343,-0.11743228564420616
694,1.56,1.7,-0.14,290,265,1.09,1171,-0.001990813608875208,-0.00755939771263292,-0.010491425734412863,-0.009046605540370622,0.35082342104845243
695,1.52,1.76,-0.24,390,320,1.22,1407,-0.013180172250487399,-0.01123890145710782,-0.0194109403704521,-0.012817009515707745,0.1775217493533976
696,1.55,1.83,-0.28,426,408,1.04,1588,-0.01577478166077595,-0.0168615160617559,-0.020183324857188434,-0.029226473982421286,0.2787040734824282
697,1.61,1.82,-0.21,442,316,1.4,1534,-0.02081385465745278,-0.0074703743064230554,-0.014977731174493969,0.0004904172547646191,0.0210150302557095
698,1.62,1.55,0.07,525,315,1.67,1618,0.0010112873756067398,0.03336344325763663,0.02273155360034229,0.058260093862138485,-0.13817759135558416
699,1.56,1.74,-0.18,402,379,1.06,1656,0.06557537382882606,0.021975267739026805,0.034697194576047696,-0.007678798761640682,0.10103595909403484
700,1.65,1.77,-0.12,657,504,1.3,2212,-0.021157046196975338,-0.0018818812328045276,0.0011763110925686604,0.02439979435733486,-0.158263756809903
701,1.63,1.76,-0.13,490,383,1.28,1813,0.03295063738293691,0.0064594183633284175,0.014460478843863145,-0.009183893403697407,-0.15159508262642896
702,1.56,1.77,-0.21,251,190,1.32,976,-0.0195877350450836,-0.01847349240150875,-0.0049177984859331,-0.0053598438494343315,-0.3379940753279729
703,1.65,1.71,-0.06,238,121,1.97,717,0.011176244471005514,0.014403088852457113,0.012247750651232847,0.017748820414260846,0.15829668269066866
704,1.75,1.68,0.07,398,204,1.95,1256,-0.0029777771521768415,0.010435524390243867,0.0022111957210531052,0.012057291749805854,0.3913728145052098
705,1.64,1.77,-0.13,343,198,1.73,1133,0.020274112967973323,0.0026034776865659914,0.008648748786419302,-0.0024862769263925832,-0.07131297532287584
706,1.68,1.79,-0.11,287,200,1.44,932,-0.01994011537210716,-0.015219216292254423,-0.019143969094656987,-0.02897553774339101,0.059619130058429004
707,1.58,1.78,-0.2,277,223,1.24,896,-0.013458408954204915,-0.00899332214800208,-0.021444424475487334,0.005882450856314891,0.06911488872287941
708,1.58,1.84,-0.26,222,146,1.52,750,-0.00040965270937332043,-0.0018149427888440872,0.017921646961591486,-0.002587242476243201,-0.303020706088163
709,1.59,1.78,-0.19,228,151,1.51,817,0.011580911374899694,0.01302801732473724,0.012841846150976055,0.015333224325881467,0.034107956840343956
710,1.59,1.83,-0.24,175,150,1.17,704,0.016767352770714394,0.0060469462451826494,0.008841749035500834,0.00045493996078693755,-0.05402540156370961
711,1.69,1.89,-0.2,268,207,1.29,1115,-0.009856408271414874,0.005646765866632819,-0.002629288343558245,0.015042298625053352,-0.08492158872234223
712,1.63,1.89,-0.26,354,326,1.09,1574,0.028201525492999258,0.013641475436665607,0.002864673156031783,-0.015767177137626986,0.7014011425072313
713,1.58,1.84,-0.26,213,189,1.13,835,-0.02256177968749129,-0.020186918204528004,-0.006887068799170559,0.008736488612741011,-0.2636456626540258
714,1.54,1.85,-0.31,194,182,1.07,823,0.00010448943646523823,0.0032257154821004885,0.006493694824666774,-0.006942496912016649,-0.32569311801817447
715,1.44,1.8,-0.36,217,267,0.81,1055,-0.005709144935977406,-0.008608724692748426,-0.005470070839562857,-0.0011011272916509052,0.1771006199332379
716,1.57,1.85,-0.28,188,135,1.39,725,-0.00042015440757181555,0.0019528717782879568,0.004037013152240698,0.004549197870872046,-0.029857639423427562
717,1.78,1.76,0.02,292,156,1.87,992,-7.004903898577552e-05,0.023093507415222314,0.0014397225475628606,0.020291551047525003,0.3136619506572904
718,1.69,1.72,-0.03,198,167,1.19,814,0.02178789293226524,0.003589123931676985,0.022318864556009954,0.002782696680015073,-0.17939474855362703
719,1.62,1.86,-0.24,244,195,1.25,906,0.00824476175564759,-0.0012711406973564543,-0.003944477649058475,-0.0028430788139118812,-0.006810099711016204
720,1.64,1.71,-0.07,208,194,1.07,802,-0.004709199151603283,-0.0017480576470682019,-0.005785075797418271,-0.013777418943542119,-0.09079988142970807
721,1.66,1.63,0.03,213,115,1.85,681,-0.010931928215802689,-0.010251248268133284,-0.0034982299737504885,0.007668760870436664,-0.12832678415155208
722,1.56,1.83,-0.27,167,149,1.12,615,-0.003004992710287757,-0.00410512213791292,-0.008776191212232276,-0.019463980382298685,0.06999222417984785
723,1.64,1.75,-0.11,208,171,1.22,804,-0.01034127843645416,-0.009158373182202029,-0.0053299015493466495,0.00220755638920056,-0.0914836074621923
724,1.59,1.53,0.06,170,110,1.55,652,0.006423685355518405,0.003916485926648061,0.008090550558833565,0.004317879992400853,-0.2659295485151322
725,1.64,1.94,-0.3,220,176,1.25,840,-0.005791312842041596,-0.004750809871891248,-0.011033004500282662,-0.009486517268507022,0.39330197657898736
726,1.75,1.89,-0.14,313,187,1.67,1052,0.011072763716669876,0.017421634146341347,0.015275509356702965,0.026271927911400317,0.49026362943383517
727,1.79,1.66,0.13,259,100,2.59,805,0.01164366472246714,0.01621567929472212,0.016282128248217953,0.014589006399653881,-0.05079183716851787
728,1.75,1.62,0.13,191,95,2.01,648,0.01735840242989406,0.011003141313088438,0.01782038544643383,0.011628267439506734,-0.3958569529008328
729,1.7,1.73,-0.03,284,160,1.78,917,0.009548184523850534,0.023899971308167123,0.009511798300060548,0.017567301794953583,1.003961726478697
730,1.64,1.78,-0.14,286,148,1.93,931,0.010873136322628651,-0.009603812346307694,0.0032185875737900105,-0.006656415439685759,-0.1351260737366614
731,1.88,1.67,0.21,242,102,2.37,723,-0.002948488721097209,0.008973757684624273,0.0042055851941917854,0.013220454960038985,-0.09434693686588513
732,1.68,1.78,-0.1,341,263,1.3,1252,0.020931734815342606,0.00972473237370819,0.0019863517904628036,-0.009252419965342318,0.3493675370105238
733,1.64,1.78,-0.14,395,202,1.96,1220,-0.019175664642930523,-0.01969767073351092,-0.013364991823156869,-0.006214969933527326,-0.0832795528379694
734,1.54,1.73,-0.19,438,239,1.83,1460,-0.009701014810615138,-0.00689530991127596,-0.007601930331799789,-0.009149127049886907,-0.08795752170151838
735,1.71,1.72,-0.01,323,150,2.15,1183,0.00451481565763201,0.00616440095307258,0.012350698584484121,0.010135237800831698,-0.27243707153697205
736,1.64,1.69,-0.05,250,115,2.17,790,0.0035990298658006292,0.007295832976333738,0.008366633207833818,0.0032067953676817584,-0.03264583183485581
737,1.71,1.82,-0.11,241,151,1.6,830,0.009370007307591521,-0.00019620189615721095,-0.0030908086245065025,4.936481382866731e-05,-0.025345515042800137
738,1.74,1.83,-0.09,309,163,1.9,1030,-0.006876317578468294,-0.005167568443747217,0.0006797596089818114,-0.0011203068273091255,-0.13937787271374902
739,1.85,1.67,0.18,342,188,1.82,1302,0.007731723086795705,0.011523143080715226,0.00404267522804691,0.013294619075473912,0.7287756232686982
740,1.71,1.74,-0.03,311,180,1.73,1152,0.0028628451866994364,-0.0014788104306839855,-0.003795328495570849,-0.01631069926365769,-0.09016677135275797
741,1.75,1.63,0.12,411,209,1.97,1310,-0.030390046263282677,-0.013898845764463874,-0.026486679900071364,-0.0007777957646120104,0.2277005227045381
742,1.73,1.82,-0.09,735,515,1.43,3496,0.021837150508152492,0.006238664713798858,0.0183763844863869,-0.004819280237057244,0.1581161025264377
743,1.67,1.84,-0.17,390,277,1.41,1488,-0.05420001735651503,-0.047369141663598624,-0.047634912572862786,-0.04318372993614095,0.5524022335297003
744,1.54,1.73,-0.19,199,142,1.4,793,0.009226130883992045,-0.0006887190130078213,0.0006315841905815134,-0.00015651598914401266,-0.5365019181299988
745,1.65,1.6,0.05,246,121,2.03,816,-0.00819307606386599,0.009355661806113025,0.002156516857271029,0.017881938248405005,-0.006631044027928912
746,1.71,1.6,0.11,198,129,1.53,806,0.027669094017457097,0.02323196264232341,0.028394497208254155,0.016867229821598828,-0.0613809500703576
747,1.69,1.62,0.07,311,165,1.88,1103,0.020831881959524123,0.020452404080912423,0.025347877610490954,0.02643559581370769,0.21940358029067708
748,1.69,1.7,-0.01,245,141,1.74,972,0.021020203221295164,0.007683544421998922,0.00046457226234508653,-0.0064673555425059925,-0.16833518050836682
749,1.69,1.8,-0.11,271,183,1.48,978,-0.021220611502062225,-0.00926343920488748,-0.004560563696166975,0.0016150030833292917,-0.13613259346645112
750,1.66,1.69,-0.03,308,195,1.58,1116,0.017898594360244324,0.011937309786478778,0.01884215743440265,0.013014421377757879,0.03842263209360364
751,1.68,1.63,0.05,373,254,1.47,1336,0.005964515979262064,0.011149197024201474,0.006050107871262478,0.011125520148186796,-0.1241374831555534
752,1.69,1.67,0.02,270,203,1.33,1033,0.008877454450842759,0.0002080272693392171,0.00451839378365948,-0.0026343072633980835,-0.0385841659406454
753,1.64,1.84,-0.2,234,192,1.22,940,-0.00542736340630956,-0.0017919552258038873,-0.0015209290759233829,-0.0016910775655916144,-0.15748426217813383
754,1.65,1.67,-0.02,218,155,1.41,796,-0.0024863285607454877,-0.003446188264606298,0.0011343153441349951,0.0014035120607309715,-0.09425024314892161
755,1.6,1.58,0.02,170,92,1.85,639,0.0013920013533901265,4.827819064368022e-05,0.0014567773048528299,0.0015626826705075203,-0.12048055787159861
756,1.76,1.66,0.1,305,178,1.71,1013,0.007564120239836658,0.013252658006591256,0.007354141130865077,0.01335049874015204,0.4303586561525976
757,1.59,1.67,-0.08,375,246,1.52,1264,0.013603012145755988,0.01366669999999992,0.011167271721629346,0.002682577777777917,0.21997730536336513
758,1.58,1.75,-0.17,296,201,1.47,1013,-0.0009020779576462967,-0.007218864171252948,-0.0039034211252185758,-0.0013615032172805686,-0.2434870646725218
759,1.68,1.74,-0.06,272,152,1.79,995,-0.00014255029191712065,0.004353337663028478,0.0043806673375517136,0.008734581756780768,-0.010913087000043564
760,1.89,1.67,0.22,500,221,2.26,1574,0.013925642526206206,0.01795025761024638,0.01318000672044417,0.01849638365974693,0.7394972773774819
761,1.8,1.62,0.18,647,297,2.18,2043,0.015640624560107508,0.026165187514986865,0.017360441158796203,0.02629185782306731,0.38536258371329746
762,1.65,1.69,-0.04,716,436,1.64,2436,0.03201486811546328,0.01462826843767484,0.000661677182123066,-0.013666138115726922,0.32497512165283515
763,1.71,1.64,0.07,613,328,1.87,2100,-0.024447699720725358,-0.008712701388206678,-0.003413685239009867,0.019525664257667108,-0.3044060952879689
764,1.7,1.69,0.01,528,270,1.96,1814,0.017863124680769893,0.0013452870317116616,0.020120007375105997,-0.009329140303247607,-0.2568337947806103
765,1.76,1.81,-0.05,663,320,2.07,2782,-0.009908251142364266,-0.0006269383686604568,-0.008470037325676083,0.0008903520684189203,0.040967436652759925
766,1.63,1.71,-0.08,562,233,2.41,1901,0.03105333362967455,0.017013216405407983,0.027442594181685154,0.018787119357971616,-0.02362461826074147
767,1.72,1.62,0.1,343,159,2.16,1161,-0.007367742367710317,-0.0070057264866923985,-0.004261099519215383,-0.0013023369493750936,-0.3737434673416261
768,1.77,1.65,0.12,237,102,2.32,769,0.00040003852499381765,0.0023221031979510087,0.0028777581229049165,-0.0019709854362867096,-0.24160785709798338
769,1.71,1.7,0.01,364,269,1.35,1336,-0.00682708617335237,-0.00903091641423226,-0.014496015203758317,-0.014254537098581488,0.4925515318026812
770,1.78,1.75,0.03,302,218,1.39,1293,-0.005054927985143065,-0.004392868703798292,-0.008448324760634618,0.0020636751482017157,0.11767970621698876
771,1.76,1.81,-0.05,393,254,1.55,1487,-0.002232992192122696,0.009781657574518654,0.011030806815342409,0.014626300238631762,0.08740451381704717
772,1.68,1.7,-0.02,355,220,1.61,1290,0.014735033247370577,0.0017922401545196198,0.0076749177755477405,-0.0070224943122730865,-0.08566862013851895
773,1.77,1.73,0.04,484,212,2.28,1713,-0.00355255406584698,0.0028683699140901187,0.0017921505349578482,0.009011798544765082,0.16297634308355669
774,1.8,1.65,0.15,359,200,1.8,1290,0.007249284565950198,0.006177304465003752,0.007409053092984008,0.006166131806581765,-0.15728672349745554
775,1.62,1.78,-0.16,494,461,1.07,2054,0.00353957074458644,0.0011867731883477006,-0.020228784402802513,-0.02601258685305019,0.48027824491667936
776,1.67,1.75,-0.08,453,365,1.24,1786,-0.022543908448870664,-0.01930365646311305,-0.008457968431512475,-0.003244035500481246,0.03275669162578532
